,City,Lat,Lng,Max Temperature,Humidity,Cloudiness,Wind Speed,Country,Date
361,deer lake,49.1667,-57.4316,-9.0,86,75,1.54,CA,1612278862
362,ofunato,39.0717,141.7167,-4.52,88,5,5.82,JP,1612278862
363,san patricio,28.017,-97.5169,12.0,54,1,2.81,US,1612278862
364,westport,41.1415,-73.3579,2.0,75,90,7.72,US,1612278862
365,salta,-24.7859,-65.4117,21.0,78,90,3.09,AR,1612278862
366,tucurui,-3.7661,-49.6725,29.59,71,1,2.1,BR,1612278862
367,mokolo,10.7398,13.8019,34.0,13,0,4.12,CM,1612278862
368,les cayes,18.2,-73.75,26.62,69,14,2.03,HT,1612278862
369,liverpool,53.4106,-2.9779,8.33,100,40,5.14,GB,1612278863
370,alvorada,-12.48,-49.1247,32.67,49,13,1.87,BR,1612278863
371,katsuura,35.1333,140.3,6.0,49,20,6.69,JP,1612278863
372,praya,14.9215,-23.5087,27.0,54,0,10.29,CV,1612278863
373,emerald,-23.5333,148.1667,27.0,69,40,2.57,AU,1612278863
374,svetlyy,54.675,20.1347,-2.0,93,90,2.0,RU,1612278863
375,shitkino,56.3703,98.3543,-22.49,88,100,1.31,RU,1612278863
376,lorengau,-2.0226,147.2712,27.4,82,94,6.33,PG,1612278863
377,craig,40.5153,-107.5464,-4.0,86,90,1.45,US,1612278864
378,butembo,0.15,29.2833,23.22,50,82,0.65,CD,1612278864
379,north bend,43.4065,-124.2243,8.33,93,1,3.09,US,1612278864
380,timizart,36.8,4.2667,16.76,60,19,2.45,DZ,1612278864
381,calvinia,-31.4707,19.776,33.42,12,0,2.7,ZA,1612278864
382,kirkland lake,48.1446,-80.0377,-14.0,92,100,2.89,CA,1612278864
383,san policarpo,12.1791,125.5072,26.65,82,99,6.12,PH,1612278864
384,saint anthony,45.0205,-93.218,-6.0,86,90,2.57,US,1612278865
385,savannakhet,16.566,104.751,20.27,72,0,3.37,LA,1612278865
386,sandy bay,-42.913,147.3532,13.33,71,40,3.6,AU,1612278865
387,walvis bay,-22.9575,14.5053,22.0,64,33,4.63,NA,1612278865
388,rizhao,35.4275,119.4553,0.82,88,0,3.39,CN,1612278865
389,khatima,28.9167,79.9667,14.18,42,0,2.18,IN,1612278865
390,jieshou,33.2634,115.3611,5.66,69,13,2.12,CN,1612278865
391,sorland,67.667,12.6934,1.0,75,75,6.69,NO,1612278866
392,dwarka,22.2394,68.9678,22.22,65,0,5.24,IN,1612278866
393,dukat,62.55,155.55,-34.66,83,100,1.67,RU,1612278866
394,tutoia,-2.7619,-42.2744,33.0,52,40,8.23,BR,1612278866
395,bereda,43.2686,-7.5406,13.33,97,100,4.02,ES,1612278866
396,carauari,-4.8828,-66.8958,33.3,55,46,0.11,BR,1612278866
397,roald,62.5833,6.1333,-1.0,69,0,5.66,NO,1612278866
398,koungheul,13.9833,-14.8,37.9,7,0,3.23,SN,1612278866
399,ancud,-41.8697,-73.8203,19.0,55,0,7.2,CL,1612278866
400,kaeo,-35.1,173.7833,16.67,87,37,1.34,NZ,1612278867
401,catia la mar,10.6038,-67.0303,24.0,64,20,4.98,VE,1612278867
402,akureyri,65.6835,-18.0878,-12.0,72,0,2.06,IS,1612278867
403,turochak,52.2576,87.1224,-9.23,94,0,0.69,RU,1612278867
404,tianpeng,30.9866,103.9393,10.0,1,81,1.26,CN,1612278867
405,lavrentiya,65.5833,-171.0,-15.11,91,100,9.31,RU,1612278867
406,hushitai,41.9322,123.5114,-19.0,71,0,1.0,CN,1612278867
407,rawson,-43.3002,-65.1023,25.96,27,39,3.49,AR,1612278868
408,pervomayskoye,43.919,46.7102,6.85,82,82,2.91,RU,1612278868
409,surab,28.4914,66.2585,7.6,48,0,3.39,PK,1612278868
410,la paz,-16.5,-68.15,13.0,54,75,1.03,BO,1612278868
411,gosainganj,26.5833,82.3833,13.83,56,0,0.73,IN,1612278869
412,trairi,-3.2778,-39.2689,30.85,55,88,6.93,BR,1612278869
413,oshnaviyeh,37.0397,45.0983,4.0,65,0,2.06,IR,1612278869
414,am timan,11.0297,20.2827,38.2,10,0,0.93,TD,1612278869
415,hobyo,5.3505,48.5268,24.96,64,99,9.36,SO,1612278869
416,kathu,7.9178,98.3332,30.56,83,40,1.03,TH,1612278869
417,oktyabrskoye,43.0645,44.7417,9.0,46,75,3.0,RU,1612278869
418,kharian,32.8149,73.8636,17.0,55,40,3.09,PK,1612278869
419,leningradskiy,69.3833,178.4167,-17.06,90,100,12.23,RU,1612278869
420,katra,32.9833,74.95,12.15,42,77,1.82,IN,1612278600
421,rio gallegos,-51.6226,-69.2181,17.0,48,0,8.23,AR,1612278870
422,guaymas,27.9333,-110.9,13.0,76,90,0.85,MX,1612278870
423,calama,-22.4667,-68.9333,23.0,18,0,2.06,CL,1612278870
424,borkenes,68.774,16.1739,-3.33,78,99,4.47,NO,1612278871
425,lucea,18.451,-78.1736,25.56,94,75,3.09,JM,1612278871
426,mumford,5.2618,-0.759,28.4,73,13,5.56,GH,1612278871
427,petropavlovsk-kamchatskiy,53.0452,158.6483,-12.0,85,90,4.0,RU,1612278871
428,ayagoz,47.9714,80.4392,-3.43,98,100,4.3,KZ,1612278871
429,nome,64.5011,-165.4064,-11.0,57,1,11.83,US,1612278871
430,moses lake,47.1301,-119.2781,7.0,65,40,3.09,US,1612278871
431,bulgan,48.8125,103.5347,-17.43,82,7,1.52,MN,1612278871
432,hanmer springs,-42.5167,172.8167,12.49,71,0,1.75,NZ,1612278872
433,courtenay,49.6866,-124.9936,2.78,100,40,1.66,CA,1612278872
434,todos santos,23.45,-110.2167,18.89,39,40,5.14,MX,1612278872
435,pochutla,15.7432,-96.4661,27.0,65,1,1.02,MX,1612278872
436,goure,13.9835,10.2704,31.11,4,0,2.68,NE,1612278872
437,deogarh,21.5333,84.7333,16.91,29,0,0.97,IN,1612278872
438,ilo,-17.6394,-71.3375,23.0,83,75,3.6,PE,1612278872
439,nazarovo,56.0064,90.3914,-16.65,86,94,2.8,RU,1612278873
440,carolina,18.3808,-65.9574,29.0,61,40,4.63,PR,1612278873
441,bologoye,57.8799,34.1068,-6.62,97,94,2.11,RU,1612278873
442,berlevag,70.8578,29.0864,-2.0,50,75,8.23,NO,1612278873
443,savinka,50.0785,47.0994,1.8,98,100,3.67,RU,1612278873
444,datong,40.0936,113.2914,-7.28,62,31,3.15,CN,1612278792
445,bollnas,61.3482,16.3946,-10.56,76,98,0.89,SE,1612278873
446,bandarbeyla,9.4942,50.8122,23.86,61,1,9.47,SO,1612278874
447,grand gaube,-20.0064,57.6608,27.22,74,2,3.13,MU,1612278874
448,marsaxlokk,35.8419,14.5431,16.0,77,20,8.23,MT,1612278874
449,severobaykalsk,55.65,109.3167,-28.59,78,10,1.53,RU,1612278874
450,santa maria del oro,25.9333,-105.3667,13.53,47,87,0.43,MX,1612278874
451,talaya,61.3833,152.75,-34.36,81,100,1.74,RU,1612278874
452,gimli,50.6336,-96.9907,-9.0,92,100,9.26,CA,1612278874
453,kandalaksha,67.162,32.4123,-12.84,94,89,2.25,RU,1612278875
454,ostersund,63.1792,14.6357,-12.22,85,90,0.96,SE,1612278875
455,vaitape,-16.5167,-151.75,27.1,76,7,5.99,PF,1612278770
456,caxito,-8.5785,13.6643,29.0,70,40,5.66,AO,1612278875
457,vila franca do campo,37.7167,-25.4333,14.44,76,40,11.32,PT,1612278876
458,baykit,61.67,96.37,-23.01,85,100,1.22,RU,1612278876
459,porto novo,6.4965,2.6036,32.0,66,40,5.14,BJ,1612278876
460,havre-saint-pierre,50.2334,-63.5986,-7.0,58,1,6.17,CA,1612278876
461,stolbishche,55.6468,49.216,-7.0,86,0,2.0,RU,1612278876
462,sakakah,29.9697,40.2064,24.0,17,20,3.6,SA,1612278876
463,nortelandia,-14.4547,-56.8028,32.67,53,64,2.85,BR,1612278876
464,mount isa,-20.7333,139.5,27.0,74,75,3.6,AU,1612278876
465,lebanon,36.2081,-86.2911,0.0,69,40,5.14,US,1612278877
466,komsomolskiy,40.4272,71.7189,7.0,61,60,3.09,UZ,1612278877
467,clyde river,70.4692,-68.5914,-32.0,68,1,1.54,CA,1612278877
468,byron bay,-28.65,153.6167,20.0,94,40,2.57,AU,1612278877
469,laguna,38.421,-121.4238,11.11,87,90,2.06,US,1612278877
470,glace bay,46.1969,-59.957,0.56,80,90,8.75,CA,1612278877
471,cinisi,38.1562,13.1073,15.56,82,40,4.12,IT,1612278877
472,shreveport,32.5251,-93.7502,5.0,81,1,1.44,US,1612278877
473,makakilo city,21.3469,-158.0858,19.0,88,1,1.54,US,1612278878
474,paamiut,61.994,-49.6678,-13.1,86,0,8.88,GL,1612278878
475,ketchikan,55.3422,-131.6461,1.0,86,75,1.54,US,1612278878
476,albanel,48.8832,-72.4487,-12.0,48,21,1.54,CA,1612278878
477,iguape,-24.7081,-47.5553,30.63,59,0,3.32,BR,1612278878
478,sarakhs,36.5449,61.1577,12.0,54,0,2.02,IR,1612278878
479,nizwa,22.9333,57.5333,17.73,27,0,2.05,OM,1612278878
480,lagunillas,10.1301,-71.2595,29.66,60,33,2.95,VE,1612278878
481,los llanos de aridane,28.6585,-17.9182,21.0,68,20,2.57,ES,1612278879
482,amahai,-3.3333,128.9167,26.6,79,100,2.1,ID,1612278879
483,pimentel,-6.8367,-79.9342,25.0,61,0,4.63,PE,1612278879
484,asfi,32.2994,-9.2372,20.58,58,95,4.07,MA,1612278879
485,maraa,-1.8333,-65.3667,23.96,94,100,3.19,BR,1612278879
486,ugoofaaru,5.6667,73.0,27.82,77,1,6.56,MV,1612278879
487,te anau,-45.4167,167.7167,11.44,91,45,0.55,NZ,1612278879
488,ulladulla,-35.35,150.4667,18.89,77,90,2.57,AU,1612278879
489,ilhabela,-23.7781,-45.3581,29.63,58,84,2.29,BR,1612278880
490,matara,5.9485,80.5353,25.24,82,56,4.64,LK,1612278880
491,raichur,16.2,77.3667,23.21,33,1,4.92,IN,1612278880
492,guasdualito,7.2424,-70.7324,30.06,46,25,3.2,VE,1612278880
493,turukhansk,65.8167,87.9833,-19.2,92,100,5.79,RU,1612278880
494,isiro,2.7739,27.616,32.39,30,69,0.86,CD,1612278880
495,recife,-8.0539,-34.8811,28.0,65,40,4.63,BR,1612278670
496,batagay-alyta,67.8006,130.4114,-29.42,86,100,1.87,RU,1612278880
497,hay river,60.8156,-115.7999,-26.0,76,40,5.14,CA,1612278880
498,graciano sanchez,23.9167,-99.2833,10.0,66,40,1.03,MX,1612278881
499,reinheim,49.8269,8.8361,11.67,90,100,4.15,DE,1612278881
500,huainan,32.6264,116.9969,6.7,70,96,2.72,CN,1612278881
501,asau,46.4333,26.4,4.44,60,33,1.68,RO,1612278881
502,havelock,34.8791,-76.9013,4.0,70,90,8.23,US,1612278881
503,borogontsy,62.6683,131.1683,-42.36,78,100,1.87,RU,1612278881
504,abonnema,4.7084,6.7931,34.0,55,75,2.57,NG,1612278881
505,evensk,61.95,159.2333,-19.87,91,100,2.89,RU,1612278881
506,sigli,5.3848,95.9609,26.31,81,100,3.15,ID,1612278882
507,wittingen,52.7269,10.7361,2.78,93,75,2.06,DE,1612278882
508,nara,34.6851,135.8049,3.89,59,81,4.29,JP,1612278882
509,jieshi,22.8134,115.8257,17.78,75,8,0.45,CN,1612278882
510,raga,8.4596,25.678,36.11,17,36,2.34,SS,1612278882
511,savannah bight,16.45,-85.85,25.0,69,75,4.63,HN,1612278882
512,koumac,-20.5667,164.2833,23.26,85,100,8.35,NC,1612278882
513,lompoc,34.6391,-120.4579,8.33,100,90,3.09,US,1612278882
514,chernyshevskiy,63.0128,112.4714,-40.94,81,59,1.86,RU,1612278883
515,buchanan,5.8808,-10.0467,33.0,62,75,3.09,LR,1612278883
516,bull savanna,17.8868,-77.5902,25.53,68,0,2.44,JM,1612278883
517,zhigalovo,54.8097,105.1578,-28.17,83,97,0.5,RU,1612278883
518,mayo,38.8876,-76.5119,1.11,86,90,5.66,US,1612278883
519,toamasina,-18.1667,49.3833,27.68,74,81,4.08,MG,1612278883
520,viedma,-40.8135,-62.9967,27.78,26,81,2.7,AR,1612278883
521,kabac,11.2353,123.6979,26.84,82,100,10.34,PH,1612278883
522,kenai,60.5544,-151.2583,-16.67,71,1,2.57,US,1612278884
523,bathsheba,13.2167,-59.5167,29.0,54,20,9.77,BB,1612278884
524,viransehir,37.2353,39.7631,9.66,71,79,3.32,TR,1612278884
525,broome,42.2506,-75.833,-2.22,86,90,6.17,US,1612278884
526,tsiroanomandidy,-18.7667,46.0333,25.26,83,97,1.58,MG,1612278884
527,woodward,36.4337,-99.3904,7.0,53,1,8.75,US,1612278884
528,cangzhou,38.3167,116.8667,-1.73,68,0,3.06,CN,1612278604
529,belmonte,-15.8631,-38.8828,28.0,69,40,4.12,BR,1612278884
530,ust-maya,60.4167,134.5333,-40.61,80,100,0.67,RU,1612278885
531,santa vitoria do palmar,-33.5189,-53.3681,29.04,55,0,1.48,BR,1612278885
532,varkaus,62.3153,27.873,-13.33,92,83,0.51,FI,1612278885
533,grand-lahou,5.1367,-5.0242,28.4,76,19,3.3,CI,1612278885
534,quelimane,-17.8786,36.8883,31.67,74,75,2.57,MZ,1612278885
535,khani,41.9563,42.9566,15.0,38,0,1.03,GE,1612278885
536,taltal,-25.4,-70.4833,20.94,62,34,3.11,CL,1612278886
537,chicama,-7.8447,-79.1469,22.0,78,0,4.63,PE,1612278886
538,monroe,43.1501,-77.6831,-2.22,80,90,6.17,US,1612278886
539,samarai,-10.6167,150.6667,27.41,80,100,5.73,PG,1612278886
540,heinola,61.2056,26.0381,-8.33,92,90,2.57,FI,1612278886
541,mahibadhoo,3.7833,72.9667,27.94,78,13,8.59,MV,1612278886
542,poum,-20.2333,164.0167,24.84,82,98,10.54,NC,1612278886
543,ust-ilimsk,58.0006,102.6619,-27.09,85,100,1.41,RU,1612278386
544,belozerskoye,55.8214,65.5842,-2.29,98,100,8.37,RU,1612278886
545,ippy,6.2679,21.2247,38.21,12,89,2.94,CF,1612278887
546,novikovo,51.1537,37.8879,-2.82,97,100,4.09,RU,1612278887
547,miraflores,19.2167,-98.8083,5.0,93,90,2.57,MX,1612278887
548,amapa,1.0,-52.0,26.46,89,81,1.68,BR,1612278887
549,ocos,14.5094,-92.1933,28.0,61,1,2.57,GT,1612278888
550,kuito,-12.3833,16.9333,19.0,94,90,2.57,AO,1612278888
551,mackay,-21.15,149.2,24.0,88,75,1.03,AU,1612278888
552,port hardy,50.6996,-127.4199,4.0,93,90,2.06,CA,1612278888
553,phan thiet,10.9333,108.1,22.15,82,26,4.14,VN,1612278702
554,cap malheureux,-19.9842,57.6142,27.22,74,1,3.13,MU,1612278888
555,vila nova de milfontes,37.7238,-8.7828,16.67,59,31,2.68,PT,1612278888
556,ambovombe,-25.1667,46.0833,28.16,76,0,6.49,MG,1612278888
557,san quintin,30.4833,-115.95,16.35,68,100,3.42,MX,1612278889
558,puerto del rosario,28.5004,-13.8627,19.0,77,40,3.09,ES,1612278889
